element,web_name,team_name,position,gw,minutes,total_points,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,in_dreamteam,team,element_type,player_id
459,Ugarte,Man Utd,MID,1,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,11.4,1.0,1.2,0,1,0,1,0,0.03,0.01,0.04,0.21,False,14,3,459
460,Collyer,Man Utd,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,14,3,460
461,Fitzgerald,Man Utd,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,14,3,461
462,J.Fletcher,Man Utd,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,14,3,462
463,Kone,Man Utd,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,14,3,463
464,Moorhouse,Man Utd,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,14,3,464
465,Højlund,Man Utd,FWD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,14,4,465
466,Zirkzee,Man Utd,FWD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,14,4,466
467,Obi,Man Utd,FWD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,14,4,467
468,Wheatley,Man Utd,FWD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,14,4,468
469,Pope,Newcastle,GK,1,90,9,0,0,1,0,0,0,0,0,0,3,2,32,27.0,0.0,0.0,2.7,1,16,0,0,1,0.0,0.0,0.0,0.2,False,15,1,469
470,Dúbravka,Burnley,GK,1,90,2,0,0,0,3,0,0,0,0,0,3,0,5,25.6,0.0,0.0,2.6,0,6,0,0,1,0.0,0.0,0.0,2.32,False,3,1,470
471,Gillespie,Newcastle,GK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,15,1,471
472,Odysseas,Newcastle,GK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,15,1,472
473,Hall,Newcastle,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,15,2,473
474,Schär,Newcastle,DEF,1,90,8,0,0,1,0,0,0,0,0,0,0,0,26,13.8,1.9,4.0,2.0,10,5,1,11,1,0.04,0.03,0.07,0.2,False,15,2,474
475,Botman,Newcastle,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,15,2,475
476,Burn,Newcastle,DEF,1,90,9,0,0,1,0,0,0,0,0,0,0,1,30,18.6,1.2,2.0,2.2,10,5,1,11,1,0.0,0.01,0.01,0.2,False,15,2,476
477,Livramento,Newcastle,DEF,1,90,9,0,0,1,0,0,0,0,0,0,0,3,33,18.0,25.4,4.0,4.7,3,5,2,5,1,0.0,0.03,0.03,0.2,False,15,2,477
478,Trippier,Newcastle,DEF,1,90,6,0,0,1,0,0,0,0,0,0,0,0,26,9.8,22.5,0.0,3.2,4,4,0,4,1,0.0,0.06,0.06,0.2,False,15,2,478
479,Krafth,Newcastle,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,15,2,479
480,Lascelles,Newcastle,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,15,2,480
481,A.Murphy,Newcastle,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,15,2,481
482,Ashby,Newcastle,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,15,2,482
483,Pivas,Newcastle,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,15,2,483
484,Targett,Newcastle,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,15,2,484
485,Gordon,Newcastle,MID,1,90,3,0,0,1,0,0,0,0,0,0,0,0,4,5.4,13.0,41.0,5.9,0,4,0,4,1,0.55,0.03,0.58,0.2,False,15,3,485
486,Elanga,Newcastle,MID,1,77,3,0,0,1,0,0,0,0,0,0,0,0,10,8.6,29.8,27.0,6.5,0,3,0,3,1,0.57,0.06,0.63,0.17,False,15,3,486
487,Barnes,Newcastle,MID,1,89,3,0,0,1,0,0,0,0,0,0,0,0,15,12.8,56.8,25.0,9.5,1,3,0,4,1,0.23,0.33,0.56,0.2,False,15,3,487
488,Bruno G.,Newcastle,MID,1,90,3,0,0,1,0,0,0,0,0,0,0,0,11,7.6,22.6,2.0,3.2,1,5,2,8,1,0.0,0.1,0.1,0.2,False,15,3,488
489,J.Murphy,Newcastle,MID,1,12,1,0,0,0,0,0,0,0,0,0,0,0,3,0.6,1.3,4.0,0.6,0,2,0,2,0,0.0,0.01,0.01,0.03,False,15,3,489
490,Joelinton,Newcastle,MID,1,82,2,0,0,1,0,0,0,0,1,0,0,0,7,4.4,4.2,6.0,1.5,2,5,2,9,1,0.0,0.02,0.02,0.17,False,15,3,490
491,Tonali,Newcastle,MID,1,90,3,0,0,1,0,0,0,0,0,0,0,0,20,13.8,29.2,0.0,4.3,2,5,2,9,1,0.0,0.18,0.18,0.2,False,15,3,491
492,Antoñito C.,Newcastle,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,15,3,492
493,Longstaff,Leeds,MID,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.3,0.0,0.1,0,0,0,0,0,0.0,0.0,0.0,0.0,False,11,3,493
494,Willock,Newcastle,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,15,3,494
495,Hayden,Newcastle,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,15,3,495
496,Kuol,Newcastle,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,15,3,496
497,L.Miley,Newcastle,MID,1,7,1,0,0,0,0,0,0,0,0,0,0,0,4,2.6,11.0,2.0,1.6,0,1,0,1,0,0.0,0.01,0.01,0.03,False,15,3,497
498,White,Newcastle,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,15,3,498
499,Isak,Newcastle,FWD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,15,4,499
500,Osula,Newcastle,FWD,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.3,7.0,0.7,0,0,0,0,0,0.03,0.02,0.05,0.0,False,15,4,500
501,Neave,Newcastle,FWD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,15,4,501
502,Sels,Nott'm Forest,GK,1,90,2,0,0,0,1,0,0,0,0,0,2,0,9,14.6,0.0,0.0,1.5,0,7,0,0,1,0.0,0.0,0.0,1.5,False,16,1,502
503,C.Miguel,Nott'm Forest,GK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,16,1,503
504,Turner,Nott'm Forest,GK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,16,1,504
505,Milenković,Nott'm Forest,DEF,1,90,2,0,0,0,1,0,0,0,0,0,0,0,5,17.2,0.5,0.0,1.8,7,2,1,8,1,0.0,0.0,0.0,1.5,False,16,2,505
506,Murillo,Nott'm Forest,DEF,1,90,2,0,0,0,1,0,0,0,0,0,0,0,12,11.8,1.6,0.0,1.3,5,6,0,5,1,0.0,0.02,0.02,1.5,False,16,2,506
507,Aina,Nott'm Forest,DEF,1,90,4,0,0,0,1,0,0,0,0,0,0,0,15,27.2,16.1,2.0,4.5,9,8,3,12,1,0.0,0.04,0.04,1.5,False,16,2,507
508,N.Williams,Nott'm Forest,DEF,1,90,1,0,0,0,1,0,0,0,1,0,0,0,10,19.0,28.8,2.0,5.0,4,2,2,6,1,0.0,0.09,0.09,1.5,False,16,2,508
509,David Carmo,Nott'm Forest,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,16,2,509
510,Jair Cunha,Nott'm Forest,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,16,2,510
511,Morato,Nott'm Forest,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,16,2,511
512,O.Richards,Nott'm Forest,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,16,2,512
513,Abbott,Nott'm Forest,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,16,2,513
514,Boly,Nott'm Forest,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,16,2,514
515,Gibbs-White,Nott'm Forest,MID,1,83,5,0,1,0,1,0,0,0,0,0,0,0,23,28.8,51.8,15.0,9.6,1,2,1,4,1,0.38,0.28,0.66,1.5,False,16,3,515
516,Hudson-Odoi,Nott'm Forest,MID,1,90,2,0,0,0,1,0,0,0,0,0,0,0,20,11.8,32.3,9.0,5.3,0,0,0,0,1,0.02,0.24,0.26,1.5,False,16,3,516
517,Anderson,Nott'm Forest,MID,1,90,6,0,1,0,1,0,0,0,0,0,0,1,24,28.6,21.3,20.0,7.0,1,8,2,11,1,0.39,0.28,0.67,1.5,False,16,3,517
518,Jota,Nott'm Forest,MID,1,11,1,0,0,0,0,0,0,0,0,0,0,0,6,5.0,0.5,4.0,1.0,1,0,2,3,0,0.0,0.0,0.0,0.0,False,16,3,518
519,Dominguez,Nott'm Forest,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,16,3,519
520,O'Brien,Nott'm Forest,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,16,3,520
521,Sangaré,Nott'm Forest,MID,1,90,2,0,0,0,1,0,0,0,0,0,0,0,11,1.4,4.2,1.0,0.7,5,4,1,10,1,0.02,0.01,0.03,1.5,False,16,3,521
522,Yates,Nott'm Forest,MID,1,6,1,0,0,0,0,0,0,0,0,0,0,0,7,4.6,1.6,2.0,0.8,2,3,0,5,0,0.0,0.01,0.01,0.0,False,16,3,522
523,Da Silva Moreira,Nott'm Forest,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,16,3,523
524,Stamenic,Nott'm Forest,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,16,3,524
525,Wood,Nott'm Forest,FWD,1,78,13,2,0,0,1,0,0,0,0,0,0,3,58,66.2,4.3,54.0,12.5,0,2,0,2,1,0.95,0.01,0.96,1.5,True,16,4,525
526,Igor Jesus,Nott'm Forest,FWD,1,11,1,0,0,0,0,0,0,0,0,0,0,0,2,1.0,1.5,2.0,0.5,1,0,0,1,0,0.0,0.0,0.0,0.0,False,16,4,526
527,Awoniyi,Nott'm Forest,FWD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,16,4,527
528,Patterson,Sunderland,GK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,17,1,528
529,Moore,Sunderland,GK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,17,1,529
530,Nna Noukeu,Sunderland,GK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,17,1,530
531,Ballard,Sunderland,DEF,1,90,17,1,0,1,0,0,0,0,0,0,0,3,53,69.6,0.5,64.0,13.4,13,4,1,14,1,0.18,0.01,0.19,0.56,True,17,2,531
532,Hume,Sunderland,DEF,1,90,6,0,0,1,0,0,0,0,0,0,0,0,27,15.2,15.8,2.0,3.3,4,3,2,6,1,0.0,0.09,0.09,0.56,False,17,2,532
533,Alese,Sunderland,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,17,2,533
534,Anderson,Sunderland,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,17,2,534
535,Cirkin,Sunderland,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,17,2,535
536,Hjelde,Sunderland,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,17,2,536
537,Huggins,Sunderland,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,17,2,537
538,Johnson,Sunderland,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,17,2,538
539,O'Nien,Sunderland,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,17,2,539
540,Pembele,Sunderland,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,17,2,540
541,Reinildo,Sunderland,DEF,1,90,6,0,0,1,0,0,0,0,0,0,0,0,27,13.6,2.5,0.0,1.6,6,3,2,8,1,0.0,0.0,0.0,0.56,False,17,2,541
542,Seelt,Sunderland,DEF,1,52,1,0,0,0,0,0,0,0,0,0,0,0,6,15.2,0.6,0.0,1.6,4,4,2,6,1,0.0,0.0,0.0,0.33,False,17,2,542
543,Adingra,Sunderland,MID,1,75,6,0,1,1,0,0,0,0,0,0,0,0,8,0.0,14.5,6.0,2.0,0,2,1,3,1,0.14,0.02,0.16,0.33,False,17,3,543
544,Diarra,Sunderland,MID,1,90,3,0,0,1,0,0,0,0,0,0,0,0,4,7.0,2.8,20.0,3.0,2,3,1,6,1,0.23,0.01,0.24,0.56,False,17,3,544
545,Roberts,Sunderland,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,17,3,545
546,Aleksić,Sunderland,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,17,3,546
547,E.Le Fée,Sunderland,MID,1,14,1,0,0,0,0,0,0,0,0,0,0,0,4,3.2,0.3,0.0,0.4,2,2,0,4,0,0.0,0.0,0.0,0.23,False,17,3,547
548,Mundle,Sunderland,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,17,3,548
549,Neil,Sunderland,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,17,3,549
550,Poveda,Sunderland,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,17,3,550
551,Rigg,Sunderland,MID,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.03,False,17,3,551
552,Sadiki,Sunderland,MID,1,90,3,0,0,1,0,0,0,0,0,0,0,0,6,11.0,3.8,0.0,1.5,5,2,2,9,1,0.0,0.01,0.01,0.56,False,17,3,552
553,Talbi,Sunderland,MID,1,90,6,0,1,1,0,0,0,0,0,0,0,0,17,20.8,18.4,2.0,4.1,0,1,1,2,1,0.0,0.01,0.01,0.53,False,17,3,553
554,Ba,Sunderland,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,17,3,554
555,Browne,Sunderland,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,17,3,555
556,Ekwah,Sunderland,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,17,3,556
557,H.Jones,Sunderland,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,17,3,557
558,Matete,Sunderland,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,17,3,558
559,Triantis,Sunderland,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,17,3,559
560,Isidor,Sunderland,FWD,1,14,5,1,0,0,0,0,0,0,0,0,0,0,29,34.2,0.1,17.0,5.1,1,1,0,2,0,0.04,0.0,0.04,0.23,False,17,4,560
561,Mayenda,Sunderland,FWD,1,75,8,1,0,1,0,0,0,0,0,0,0,2,37,34.0,11.3,26.0,7.1,0,0,0,0,1,0.09,0.0,0.09,0.33,False,17,4,561
562,Abdullahi,Sunderland,FWD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,17,4,562
563,Luís Hemir,Sunderland,FWD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,17,4,563
564,Rusyn,Sunderland,FWD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,17,4,564
565,Vicario,Spurs,GK,1,90,9,0,0,1,0,0,0,0,0,0,4,2,36,30.0,0.0,0.0,3.0,1,7,0,0,1,0.0,0.0,0.0,0.94,False,18,1,565
566,Austin,Spurs,GK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,18,1,566
567,Kinsky,Spurs,GK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,18,1,567
568,Pedro Porro,Spurs,DEF,1,90,6,0,0,1,0,0,0,0,0,0,0,0,26,21.2,42.8,1.0,6.5,2,4,2,4,1,0.02,0.26,0.28,0.94,False,18,2,568
569,Romero,Spurs,DEF,1,90,6,0,0,1,0,0,0,0,0,0,0,0,22,18.0,1.4,6.0,2.5,5,3,0,5,1,0.0,0.02,0.02,0.94,False,18,2,569
570,Danso,Spurs,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,18,2,570
571,Davies,Spurs,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,18,2,571
572,Dragusin,Spurs,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,18,2,572
